year,ready_reckoner_value,registration_date,purchaser_age,purchaser_pincode,final_area_sqft,purchaser_micromarket,developer_name,micromarket,project_pincode,primary_or_secondary,floor,rera_project_status,completion_date
,"74,67,691",,,,532,,,,,,,,
,"63,00,418",,,,704,,,,,,,,
,"1,09,67,556",,,,629,,,,,,,,
,"40,12,518",,,,260,,,,,,,,
,"1,12,47,238",,,,324,,,,,,,,
,"2,04,05,962",,,,616,,,,,,,,
,"67,01,112",,,,995,,,,,,,,
,"1,50,30,013",,,,880,,,,,,,,
,"75,97,823",,,,676,,,,,,,,
,"44,94,037",,,,269,,,,,,,,
,"1,70,94,926",,,,396,,,,,,,,
,"33,82,344",,,,704,,,,,,,,
,"92,90,603",,,,534,,,,,,,,
,"82,33,505",,,,530,,,,,,,,
,"1,99,69,506",,,,562,,,,,,,,
,"72,08,765",,,,887,,,,,,,,
,"1,24,58,889",,,,681,,,,,,,,
,"1,30,86,374",,,,511,,,,,,,,
,"1,47,41,355",,,,731,,,,,,,,
,"91,63,203",,,,"1,110",,,,,,,,
,"79,44,068",,,,925,,,,,,,,
,"3,22,08,554",,,,437,,,,,,,,
,"26,46,784",,,,783,,,,,,,,
,"53,59,787",,,,773,,,,,,,,
,"31,56,810",,,,912,,,,,,,,
,"85,13,104",,,,700,,,,,,,,
,"1,17,27,450",,,,657,,,,,,,,
,"81,53,379",,,,810,,,,,,,,
,"87,11,893",,,,450,,,,,,,,
,"1,04,45,452",,,,687,,,,,,,,
,"42,88,256",,,,550,,,,,,,,
,"1,06,79,713",,,,796,,,,,,,,
,"86,03,768",,,,508,,,,,,,,
,"90,09,132",,,,467,,,,,,,,
,"71,25,217",,,,,,,,,,,,
,"1,16,16,114",,,,,,,,,,,,
,"1,04,68,536",,,,,,,,,,,,
,"55,87,689",,,,,,,,,,,,
,"32,35,485",,,,,,,,,,,,
,"1,24,64,185",,,,,,,,,,,,
,"1,16,14,742",,,,,,,,,,,,
,"59,29,546",,,,,,,,,,,,
,"1,76,20,253",,,,,,,,,,,,
,"65,69,984",,,,,,,,,,,,
,"62,73,500",,,,,,,,,,,,
,"58,27,669",,,,,,,,,,,,
,"48,97,193",,,,,,,,,,,,
,"1,26,09,728",,,,,,,,,,,,
,"1,52,92,372",,,,,,,,,,,,
,"2,65,66,359",,,,,,,,,,,,
,"81,21,602",,,,,,,,,,,,
,"1,85,44,595",,,,,,,,,,,,
,"1,87,04,978",,,,,,,,,,,,
,"82,24,671",,,,,,,,,,,,
,"63,54,076",,,,,,,,,,,,
,"1,15,06,677",,,,,,,,,,,,
,"1,56,66,718",,,,,,,,,,,,
,"1,96,40,851",,,,,,,,,,,,
,"1,30,52,832",,,,,,,,,,,,
,"1,93,82,278",,,,,,,,,,,,
,"45,02,414",,,,,,,,,,,,
,"17,79,093",,,,,,,,,,,,
,"2,72,61,958",,,,,,,,,,,,
,"71,67,540",,,,,,,,,,,,
,"59,96,883",,,,,,,,,,,,
,"1,43,07,110",,,,,,,,,,,,
,"1,05,51,474",,,,,,,,,,,,
,"1,61,20,694",,,,,,,,,,,,
,"1,57,23,240",,,,,,,,,,,,
,"1,31,17,706",,,,,,,,,,,,
,"59,22,202",,,,,,,,,,,,
,"75,55,726",,,,,,,,,,,,
,"1,69,48,844",,,,,,,,,,,,
,"55,72,626",,,,,,,,,,,,
,"1,41,97,597",,,,,,,,,,,,
,"84,59,101",,,,,,,,,,,,
,"1,25,42,631",,,,,,,,,,,,
,"68,81,001",,,,,,,,,,,,
,"1,04,64,030",,,,,,,,,,,,
,"2,03,15,274",,,,,,,,,,,,
,"4,26,06,078",,,,,,,,,,,,
,"59,45,590",,,,,,,,,,,,
,"1,43,00,778",,,,,,,,,,,,
,"69,52,660",,,,,,,,,,,,
,"72,83,485",,,,,,,,,,,,
,"1,10,46,703",,,,,,,,,,,,
,"1,25,99,411",,,,,,,,,,,,
,"1,56,09,224",,,,,,,,,,,,
,"1,16,29,484",,,,,,,,,,,,
,"69,65,138",,,,,,,,,,,,
,"1,24,56,780",,,,,,,,,,,,
,"1,50,97,980",,,,,,,,,,,,
,"41,85,814",,,,,,,,,,,,
,"83,03,711",,,,,,,,,,,,
,"2,21,66,193",,,,,,,,,,,,
,"2,03,01,321",,,,,,,,,,,,
,"1,38,51,483",,,,,,,,,,,,
,"1,37,70,464",,,,,,,,,,,,
,"1,13,84,213",,,,,,,,,,,,
,"1,25,65,183",,,,,,,,,,,,
,"2,25,01,531",,,,,,,,,,,,
,"2,29,49,154",,,,,,,,,,,,
,"2,35,85,004",,,,,,,,,,,,
,"1,47,04,243",,,,,,,,,,,,
,"1,12,36,421",,,,,,,,,,,,
,"1,80,27,532",,,,,,,,,,,,
,"41,92,288",,,,,,,,,,,,
,"2,61,52,546",,,,,,,,,,,,
,"1,15,89,655",,,,,,,,,,,,
,"66,22,944",,,,,,,,,,,,
,"1,26,89,991",,,,,,,,,,,,
,"1,29,24,759",,,,,,,,,,,,
,"38,34,009",,,,,,,,,,,,
,"1,10,50,398",,,,,,,,,,,,
,"61,32,607",,,,,,,,,,,,
,"2,22,78,380",,,,,,,,,,,,
,"1,03,28,061",,,,,,,,,,,,
,"1,21,13,691",,,,,,,,,,,,
,"1,26,50,884",,,,,,,,,,,,
,"67,30,013",,,,,,,,,,,,
,"71,75,404",,,,,,,,,,,,
,"79,94,678",,,,,,,,,,,,
,"28,80,583",,,,,,,,,,,,
,"1,36,98,563",,,,,,,,,,,,
,"77,54,136",,,,,,,,,,,,
,"1,37,63,793",,,,,,,,,,,,
,"84,94,799",,,,,,,,,,,,
,"51,74,427",,,,,,,,,,,,
,"94,26,941",,,,,,,,,,,,
,"83,17,000",,,,,,,,,,,,
,"60,48,756",,,,,,,,,,,,
,"2,39,14,256",,,,,,,,,,,,
,"1,27,01,704",,,,,,,,,,,,
,"1,11,85,794",,,,,,,,,,,,
,"1,56,56,100",,,,,,,,,,,,
,"1,28,93,380",,,,,,,,,,,,
,"69,83,500",,,,,,,,,,,,
,"1,42,73,589",,,,,,,,,,,,
,"56,37,887",,,,,,,,,,,,
,"33,45,368",,,,,,,,,,,,
,"1,25,98,891",,,,,,,,,,,,
,"88,55,256",,,,,,,,,,,,
,"1,09,84,505",,,,,,,,,,,,
,"1,46,21,371",,,,,,,,,,,,
,"1,67,14,100",,,,,,,,,,,,
,"1,68,54,420",,,,,,,,,,,,
,"1,16,85,752",,,,,,,,,,,,
,"45,86,484",,,,,,,,,,,,
,"70,41,632",,,,,,,,,,,,
,"1,79,58,000",,,,,,,,,,,,
,"88,38,420",,,,,,,,,,,,
,"2,36,07,660",,,,,,,,,,,,
,"75,27,033",,,,,,,,,,,,
,"66,36,007",,,,,,,,,,,,
,"1,85,07,839",,,,,,,,,,,,
,"1,39,12,557",,,,,,,,,,,,
,"68,82,268",,,,,,,,,,,,
,"99,99,253",,,,,,,,,,,,
,"2,11,01,900",,,,,,,,,,,,
,"36,40,896",,,,,,,,,,,,
,"1,43,20,462",,,,,,,,,,,,
,"71,33,503",,,,,,,,,,,,
,"2,00,67,666",,,,,,,,,,,,
,"38,85,437",,,,,,,,,,,,
,"1,01,62,303",,,,,,,,,,,,
,"1,58,56,883",,,,,,,,,,,,
,"56,10,982",,,,,,,,,,,,
,"72,29,628",,,,,,,,,,,,
,"1,38,09,893",,,,,,,,,,,,
,"33,89,910",,,,,,,,,,,,
,"1,47,78,117",,,,,,,,,,,,
,"1,17,26,428",,,,,,,,,,,,
,"1,08,57,870",,,,,,,,,,,,
,"67,06,826",,,,,,,,,,,,
,"1,31,07,556",,,,,,,,,,,,
,"1,54,01,616",,,,,,,,,,,,
,"2,46,03,918",,,,,,,,,,,,
,"1,33,81,980",,,,,,,,,,,,
,"1,18,54,762",,,,,,,,,,,,
,"51,32,987",,,,,,,,,,,,
,"1,62,03,600",,,,,,,,,,,,
,"1,61,79,064",,,,,,,,,,,,
,"55,14,500",,,,,,,,,,,,
,"1,86,59,500",,,,,,,,,,,,
,"78,91,800",,,,,,,,,,,,
, -   ,,,,,,,,,,,,
,"1,85,20,482",,,,,,,,,,,,
,"73,20,646",,,,,,,,,,,,
,"1,03,38,981",,,,,,,,,,,,
,"1,61,47,317",,,,,,,,,,,,
,"76,51,624",,,,,,,,,,,,
,"1,35,54,639",,,,,,,,,,,,
,"88,88,268",,,,,,,,,,,,
,"1,35,49,173",,,,,,,,,,,,
,"2,22,06,261",,,,,,,,,,,,
,"73,60,471",,,,,,,,,,,,
,"43,81,730",,,,,,,,,,,,
,"1,21,28,477",,,,,,,,,,,,
,"78,93,002",,,,,,,,,,,,
,"57,71,449",,,,,,,,,,,,
,"1,37,00,043",,,,,,,,,,,,
,"90,67,053",,,,,,,,,,,,
,"2,45,74,853",,,,,,,,,,,,
,"1,58,54,061",,,,,,,,,,,,
,"62,82,464",,,,,,,,,,,,
,"90,39,030",,,,,,,,,,,,
,"1,59,95,988",,,,,,,,,,,,
,"1,20,84,168",,,,,,,,,,,,
,"1,12,76,864",,,,,,,,,,,,
,"1,51,25,206",,,,,,,,,,,,
,"1,23,71,962",,,,,,,,,,,,
,"1,72,41,878",,,,,,,,,,,,
,"1,40,56,724",,,,,,,,,,,,
,"1,01,23,058",,,,,,,,,,,,
,"1,60,59,269",,,,,,,,,,,,
,"31,31,000",,,,,,,,,,,,
,"1,36,71,994",,,,,,,,,,,,
,"82,52,541",,,,,,,,,,,,
,"2,17,92,702",,,,,,,,,,,,
,"1,11,77,333",,,,,,,,,,,,
,"1,58,06,555",,,,,,,,,,,,
,"89,18,719",,,,,,,,,,,,
,"1,91,70,218",,,,,,,,,,,,
,"1,32,00,878",,,,,,,,,,,,
,"97,33,751",,,,,,,,,,,,
,"1,45,96,000",,,,,,,,,,,,
,"82,98,657",,,,,,,,,,,,
,"70,65,224",,,,,,,,,,,,
,"1,18,21,650",,,,,,,,,,,,
,"62,62,878",,,,,,,,,,,,
,"1,36,34,757",,,,,,,,,,,,
,"98,78,352",,,,,,,,,,,,
,"1,28,94,003",,,,,,,,,,,,
,"59,59,572",,,,,,,,,,,,
,"82,47,675",,,,,,,,,,,,
,"69,38,095",,,,,,,,,,,,
,"55,33,902",,,,,,,,,,,,
,"1,10,92,962",,,,,,,,,,,,
,"37,52,460",,,,,,,,,,,,
,"54,77,155",,,,,,,,,,,,
,"1,43,56,885",,,,,,,,,,,,
,"61,16,970",,,,,,,,,,,,
,"58,96,824",,,,,,,,,,,,
,"1,55,50,488",,,,,,,,,,,,
,"70,01,928",,,,,,,,,,,,
,"2,02,05,323",,,,,,,,,,,,
,"1,50,14,261",,,,,,,,,,,,
,"1,21,38,452",,,,,,,,,,,,
,"81,74,974",,,,,,,,,,,,
,"1,39,85,623",,,,,,,,,,,,
,"66,47,785",,,,,,,,,,,,
,"94,40,492",,,,,,,,,,,,
,"1,60,33,185",,,,,,,,,,,,
,"2,39,19,376",,,,,,,,,,,,
,"72,70,789",,,,,,,,,,,,
,"2,58,27,797",,,,,,,,,,,,
,"97,97,141",,,,,,,,,,,,
,"73,75,101",,,,,,,,,,,,
,"1,15,13,841",,,,,,,,,,,,
,"1,25,87,340",,,,,,,,,,,,
,"2,26,06,221",,,,,,,,,,,,
,"42,08,625",,,,,,,,,,,,
,"90,98,131",,,,,,,,,,,,
,"59,11,516",,,,,,,,,,,,
,"94,24,172",,,,,,,,,,,,
,"3,08,34,697",,,,,,,,,,,,
,"70,52,149",,,,,,,,,,,,
,"86,00,150",,,,,,,,,,,,
,"98,67,976",,,,,,,,,,,,
,"51,44,229",,,,,,,,,,,,
,"1,98,53,619",,,,,,,,,,,,
,"52,06,357",,,,,,,,,,,,
,"79,08,835",,,,,,,,,,,,
,"59,27,119",,,,,,,,,,,,
,"38,08,975",,,,,,,,,,,,
,"2,00,27,296",,,,,,,,,,,,
,"43,93,888",,,,,,,,,,,,
,"69,40,811",,,,,,,,,,,,
,"1,08,78,222",,,,,,,,,,,,
,"97,22,022",,,,,,,,,,,,
,"44,69,956",,,,,,,,,,,,
,"66,49,522",,,,,,,,,,,,
,"2,14,78,670",,,,,,,,,,,,
,"1,21,42,685",,,,,,,,,,,,
,"93,25,485",,,,,,,,,,,,
,"1,14,12,297",,,,,,,,,,,,
,"1,70,25,395",,,,,,,,,,,,
,"1,80,65,565",,,,,,,,,,,,
,"1,72,47,889",,,,,,,,,,,,
,"1,55,52,586",,,,,,,,,,,,
,"86,15,527",,,,,,,,,,,,
,"69,65,707",,,,,,,,,,,,
,"1,48,20,691",,,,,,,,,,,,
,"2,10,74,649",,,,,,,,,,,,
,"83,53,950",,,,,,,,,,,,
,"2,25,20,206",,,,,,,,,,,,
,"91,99,140",,,,,,,,,,,,
,"66,54,334",,,,,,,,,,,,
,"2,62,58,000",,,,,,,,,,,,
,"39,76,070",,,,,,,,,,,,
,"76,33,999",,,,,,,,,,,,
,"62,26,023",,,,,,,,,,,,
,"68,00,976",,,,,,,,,,,,
,"1,43,60,064",,,,,,,,,,,,
,"81,16,091",,,,,,,,,,,,
,"1,54,87,568",,,,,,,,,,,,
,"80,16,658",,,,,,,,,,,,
,"2,37,39,419",,,,,,,,,,,,
,"99,54,410",,,,,,,,,,,,
,"1,37,04,221",,,,,,,,,,,,
,"1,00,01,563",,,,,,,,,,,,
,"39,57,500",,,,,,,,,,,,
,"1,24,00,829",,,,,,,,,,,,
,"98,25,231",,,,,,,,,,,,
,"69,07,029",,,,,,,,,,,,
,"1,16,42,977",,,,,,,,,,,,
,"1,37,48,902",,,,,,,,,,,,
,"93,22,975",,,,,,,,,,,,
,"95,08,320",,,,,,,,,,,,
,"1,38,99,642",,,,,,,,,,,,
,"1,10,82,758",,,,,,,,,,,,
,"70,58,519",,,,,,,,,,,,
,"49,77,425",,,,,,,,,,,,
,"53,98,613",,,,,,,,,,,,
,"59,53,952",,,,,,,,,,,,
,"57,52,555",,,,,,,,,,,,
,"38,90,058",,,,,,,,,,,,
,"45,52,632",,,,,,,,,,,,
,"1,37,73,606",,,,,,,,,,,,
,"1,63,28,420",,,,,,,,,,,,
,"1,10,55,902",,,,,,,,,,,,
,"1,20,42,566",,,,,,,,,,,,
,"1,13,58,684",,,,,,,,,,,,
,"58,05,701",,,,,,,,,,,,
,"51,29,418",,,,,,,,,,,,
,"85,33,431",,,,,,,,,,,,
,"82,00,320",,,,,,,,,,,,
,"1,78,54,351",,,,,,,,,,,,
,"38,01,500",,,,,,,,,,,,
,"56,49,995",,,,,,,,,,,,
,"37,25,126",,,,,,,,,,,,
,"77,05,300",,,,,,,,,,,,
,"1,77,78,177",,,,,,,,,,,,
,"85,11,732",,,,,,,,,,,,
,"1,48,50,585",,,,,,,,,,,,
,"1,05,13,755",,,,,,,,,,,,
,"1,08,47,923",,,,,,,,,,,,
,"53,61,854",,,,,,,,,,,,
,"1,48,48,811",,,,,,,,,,,,
,"2,21,88,499",,,,,,,,,,,,
,"60,59,801",,,,,,,,,,,,
,"56,41,860",,,,,,,,,,,,
,"1,68,71,343",,,,,,,,,,,,
,"1,07,96,951",,,,,,,,,,,,
,"16,01,600",,,,,,,,,,,,
,"78,77,270",,,,,,,,,,,,
,"77,10,472",,,,,,,,,,,,
,"51,21,706",,,,,,,,,,,,
,"27,09,396",,,,,,,,,,,,
,"1,53,68,443",,,,,,,,,,,,
,"82,51,500",,,,,,,,,,,,
,"2,34,72,351",,,,,,,,,,,,
,"57,56,146",,,,,,,,,,,,
,"1,22,08,881",,,,,,,,,,,,
,"4,32,47,730",,,,,,,,,,,,
,"67,46,786",,,,,,,,,,,,
,"75,59,473",,,,,,,,,,,,
,"1,09,06,421",,,,,,,,,,,,
,"46,25,795",,,,,,,,,,,,
,"1,47,09,377",,,,,,,,,,,,
,"42,29,500",,,,,,,,,,,,
,"63,43,060",,,,,,,,,,,,
,"2,25,25,210",,,,,,,,,,,,
,"1,12,74,500",,,,,,,,,,,,
,"79,07,130",,,,,,,,,,,,
,"55,47,968",,,,,,,,,,,,
,"1,14,12,774",,,,,,,,,,,,
,"1,96,91,646",,,,,,,,,,,,
,"87,13,754",,,,,,,,,,,,
,"1,98,36,178",,,,,,,,,,,,
,"1,38,60,208",,,,,,,,,,,,
,"1,32,96,930",,,,,,,,,,,,
,"78,54,929",,,,,,,,,,,,
,"81,06,950",,,,,,,,,,,,
,"1,21,90,825",,,,,,,,,,,,
,"2,29,98,618",,,,,,,,,,,,
,"1,65,14,340",,,,,,,,,,,,
,"51,07,368",,,,,,,,,,,,
,"61,07,804",,,,,,,,,,,,
,"1,57,85,843",,,,,,,,,,,,
,"1,10,03,220",,,,,,,,,,,,
,"2,03,08,250",,,,,,,,,,,,
,"91,40,935",,,,,,,,,,,,
,"1,00,69,754",,,,,,,,,,,,
,"1,50,07,175",,,,,,,,,,,,
,"54,78,624",,,,,,,,,,,,
,"1,76,14,099",,,,,,,,,,,,
,"84,78,174",,,,,,,,,,,,
,"49,91,950",,,,,,,,,,,,
,"2,02,39,610",,,,,,,,,,,,
,"1,00,81,594",,,,,,,,,,,,
,"1,07,29,090",,,,,,,,,,,,
,"65,74,349",,,,,,,,,,,,
,"78,10,000",,,,,,,,,,,,
,"57,32,156",,,,,,,,,,,,
,"81,62,827",,,,,,,,,,,,
,"1,34,42,916",,,,,,,,,,,,
,"1,50,99,054",,,,,,,,,,,,
,"1,27,57,018",,,,,,,,,,,,
,"54,91,329",,,,,,,,,,,,
,"78,59,243",,,,,,,,,,,,
,"1,15,84,391",,,,,,,,,,,,
,"73,29,785",,,,,,,,,,,,
,"76,03,741",,,,,,,,,,,,
,"59,08,800",,,,,,,,,,,,
,"69,88,217",,,,,,,,,,,,
,"1,37,90,985",,,,,,,,,,,,
,"48,19,133",,,,,,,,,,,,
,"1,21,20,681",,,,,,,,,,,,
,"46,56,390",,,,,,,,,,,,
,"33,63,590",,,,,,,,,,,,
,"48,78,000",,,,,,,,,,,,
,"1,47,76,614",,,,,,,,,,,,
,"33,94,822",,,,,,,,,,,,
,"91,87,596",,,,,,,,,,,,
,"1,87,66,293",,,,,,,,,,,,
,"73,37,736",,,,,,,,,,,,
,"1,96,29,562",,,,,,,,,,,,
,"54,90,752",,,,,,,,,,,,
,"1,83,93,731",,,,,,,,,,,,
,"1,09,10,496",,,,,,,,,,,,
,"1,18,03,505",,,,,,,,,,,,
,"48,17,352",,,,,,,,,,,,
,"98,09,300",,,,,,,,,,,,
,"49,41,726",,,,,,,,,,,,
,"87,31,257",,,,,,,,,,,,
,"63,69,229",,,,,,,,,,,,
,"80,49,631",,,,,,,,,,,,
,"76,26,500",,,,,,,,,,,,
,"42,28,928",,,,,,,,,,,,
,"1,65,28,751",,,,,,,,,,,,
,"1,96,63,798",,,,,,,,,,,,
,"47,34,721",,,,,,,,,,,,
,"82,64,300",,,,,,,,,,,,
,"85,58,477",,,,,,,,,,,,
,"1,45,49,983",,,,,,,,,,,,
,"1,17,01,572",,,,,,,,,,,,
,"1,17,95,517",,,,,,,,,,,,
,"72,42,433",,,,,,,,,,,,
,"50,92,785",,,,,,,,,,,,
,"76,99,339",,,,,,,,,,,,
,"1,59,22,772",,,,,,,,,,,,
,"37,62,981",,,,,,,,,,,,
,"66,11,658",,,,,,,,,,,,
,"99,66,507",,,,,,,,,,,,
,"1,39,26,226",,,,,,,,,,,,
,"50,02,033",,,,,,,,,,,,
,"36,81,833",,,,,,,,,,,,
,"1,24,21,340",,,,,,,,,,,,
,"1,63,25,803",,,,,,,,,,,,
,"2,23,09,774",,,,,,,,,,,,
,"3,07,50,699",,,,,,,,,,,,
,"1,44,02,345",,,,,,,,,,,,
,"85,64,110",,,,,,,,,,,,
,"79,26,990",,,,,,,,,,,,
,"1,32,22,115",,,,,,,,,,,,
,"1,64,83,675",,,,,,,,,,,,
,"60,26,514",,,,,,,,,,,,
,"2,85,44,429",,,,,,,,,,,,
,"98,43,986",,,,,,,,,,,,
,"2,27,18,427",,,,,,,,,,,,
,"54,27,149",,,,,,,,,,,,
,"78,04,370",,,,,,,,,,,,
,"53,85,429",,,,,,,,,,,,
,"1,72,70,318",,,,,,,,,,,,
,"60,61,244",,,,,,,,,,,,
,"1,16,93,343",,,,,,,,,,,,
,"1,45,84,469",,,,,,,,,,,,
,"87,07,340",,,,,,,,,,,,
,"1,26,07,726",,,,,,,,,,,,
,"1,17,56,969",,,,,,,,,,,,
,"1,08,69,007",,,,,,,,,,,,
,"37,10,622",,,,,,,,,,,,
,"1,22,69,888",,,,,,,,,,,,
,"76,35,455",,,,,,,,,,,,
,"81,07,862",,,,,,,,,,,,
,"1,47,94,276",,,,,,,,,,,,
,"34,05,459",,,,,,,,,,,,
,"2,63,17,093",,,,,,,,,,,,
,"70,90,304",,,,,,,,,,,,
,"1,56,36,409",,,,,,,,,,,,
,"40,23,774",,,,,,,,,,,,
,"2,19,78,877",,,,,,,,,,,,
,"1,88,73,185",,,,,,,,,,,,
,"78,92,073",,,,,,,,,,,,
,"1,02,37,877",,,,,,,,,,,,
,"35,96,960",,,,,,,,,,,,
,"79,47,139",,,,,,,,,,,,
,"3,08,79,376",,,,,,,,,,,,
,"81,95,463",,,,,,,,,,,,
,"1,52,22,234",,,,,,,,,,,,
,"2,51,09,935",,,,,,,,,,,,
,"1,10,31,930",,,,,,,,,,,,
,"1,06,27,709",,,,,,,,,,,,
,"65,83,500",,,,,,,,,,,,
,"76,01,745",,,,,,,,,,,,
,"2,52,50,840",,,,,,,,,,,,
,"51,27,578",,,,,,,,,,,,
,"1,46,47,123",,,,,,,,,,,,
,"1,16,32,396",,,,,,,,,,,,
,"1,46,10,247",,,,,,,,,,,,
,"1,43,59,601",,,,,,,,,,,,
,"75,98,937",,,,,,,,,,,,
,"1,60,20,199",,,,,,,,,,,,
,"1,08,99,372",,,,,,,,,,,,
,"68,81,863",,,,,,,,,,,,
,"1,53,17,515",,,,,,,,,,,,
,"85,32,898",,,,,,,,,,,,
,"79,62,108",,,,,,,,,,,,
,"34,57,965",,,,,,,,,,,,
,"1,33,49,115",,,,,,,,,,,,
,"45,82,594",,,,,,,,,,,,
,"1,36,79,982",,,,,,,,,,,,
,"2,03,91,459",,,,,,,,,,,,
,"42,94,855",,,,,,,,,,,,
,"1,28,34,216",,,,,,,,,,,,
,"1,16,51,885",,,,,,,,,,,,
,"1,11,85,538",,,,,,,,,,,,
,"69,93,756",,,,,,,,,,,,
,"53,22,391",,,,,,,,,,,,
,"77,79,100",,,,,,,,,,,,
,"48,29,089",,,,,,,,,,,,
,"1,45,08,329",,,,,,,,,,,,
,"1,36,36,197",,,,,,,,,,,,
,"78,79,292",,,,,,,,,,,,
,"2,68,05,634",,,,,,,,,,,,
,"84,19,202",,,,,,,,,,,,
,"1,61,20,722",,,,,,,,,,,,
,"1,42,32,414",,,,,,,,,,,,
,"1,10,74,124",,,,,,,,,,,,
,"44,25,972",,,,,,,,,,,,
,"70,55,344",,,,,,,,,,,,
,"1,21,24,033",,,,,,,,,,,,
,"1,50,77,053",,,,,,,,,,,,
,"1,18,41,730",,,,,,,,,,,,
,"37,79,029",,,,,,,,,,,,
,"46,94,818",,,,,,,,,,,,
,"66,88,509",,,,,,,,,,,,
,"1,19,80,483",,,,,,,,,,,,
,"82,83,481",,,,,,,,,,,,
,"1,21,35,434",,,,,,,,,,,,
,"90,59,605",,,,,,,,,,,,
,"1,37,62,044",,,,,,,,,,,,
,"1,28,47,553",,,,,,,,,,,,
,"81,20,460",,,,,,,,,,,,
,"1,26,07,800",,,,,,,,,,,,
,"82,66,518",,,,,,,,,,,,
,"98,93,696",,,,,,,,,,,,
,"83,27,568",,,,,,,,,,,,
,"1,31,02,385",,,,,,,,,,,,
,"59,95,066",,,,,,,,,,,,
,"1,56,77,366",,,,,,,,,,,,
,"1,11,67,394",,,,,,,,,,,,
,"2,42,63,600",,,,,,,,,,,,
,"86,36,425",,,,,,,,,,,,
,"29,64,240",,,,,,,,,,,,
,"76,30,992",,,,,,,,,,,,
,"1,45,66,286",,,,,,,,,,,,
,"82,60,628",,,,,,,,,,,,
,"1,02,36,141",,,,,,,,,,,,
,"1,29,72,236",,,,,,,,,,,,
,"88,57,788",,,,,,,,,,,,
,"1,39,25,001",,,,,,,,,,,,
,"78,44,290",,,,,,,,,,,,
,"94,07,179",,,,,,,,,,,,
,"1,22,13,581",,,,,,,,,,,,
,"2,05,52,317",,,,,,,,,,,,
,"95,61,101",,,,,,,,,,,,
,"44,90,359",,,,,,,,,,,,
,"77,22,921",,,,,,,,,,,,
,"48,87,156",,,,,,,,,,,,
,"1,21,27,966",,,,,,,,,,,,
,"1,32,25,620",,,,,,,,,,,,
,"1,31,03,747",,,,,,,,,,,,
,"1,37,45,570",,,,,,,,,,,,
,"1,86,23,057",,,,,,,,,,,,
,"47,70,546",,,,,,,,,,,,
,"2,42,96,216",,,,,,,,,,,,
,"95,82,449",,,,,,,,,,,,
,"1,83,89,226",,,,,,,,,,,,
,"1,39,10,264",,,,,,,,,,,,
,"1,79,50,175",,,,,,,,,,,,
,"1,26,59,148",,,,,,,,,,,,
,"3,05,57,238",,,,,,,,,,,,
,"1,29,91,299",,,,,,,,,,,,
,"88,51,235",,,,,,,,,,,,
,"1,26,72,249",,,,,,,,,,,,
,"33,85,240",,,,,,,,,,,,
,"48,49,243",,,,,,,,,,,,
,"1,90,54,181",,,,,,,,,,,,
,"1,16,17,382",,,,,,,,,,,,
,"1,10,82,567",,,,,,,,,,,,
,"1,18,19,482",,,,,,,,,,,,
,"1,06,09,700",,,,,,,,,,,,
,"1,40,54,861",,,,,,,,,,,,
,"1,10,83,733",,,,,,,,,,,,
,"59,02,915",,,,,,,,,,,,
,"67,02,282",,,,,,,,,,,,
,"77,12,909",,,,,,,,,,,,
,"77,08,307",,,,,,,,,,,,
,"1,57,35,331",,,,,,,,,,,,
,"1,67,68,979",,,,,,,,,,,,
,"1,91,50,492",,,,,,,,,,,,
,"70,16,002",,,,,,,,,,,,
,"43,86,037",,,,,,,,,,,,
,"1,06,92,000",,,,,,,,,,,,
,"1,74,73,415",,,,,,,,,,,,
,"1,10,90,375",,,,,,,,,,,,
,"55,18,819",,,,,,,,,,,,
,"1,14,71,612",,,,,,,,,,,,
,"52,89,449",,,,,,,,,,,,
,"44,47,734",,,,,,,,,,,,
,"2,63,17,095",,,,,,,,,,,,
,"1,06,24,000",,,,,,,,,,,,
,"90,67,896",,,,,,,,,,,,
,"93,82,962",,,,,,,,,,,,
,"1,31,26,285",,,,,,,,,,,,
,"1,55,34,043",,,,,,,,,,,,
,"1,72,69,936",,,,,,,,,,,,
,"1,12,09,341",,,,,,,,,,,,
,"45,06,805",,,,,,,,,,,,
,"1,11,07,256",,,,,,,,,,,,
,"38,64,812",,,,,,,,,,,,
,"1,18,07,394",,,,,,,,,,,,
,"56,26,064",,,,,,,,,,,,
,"2,19,09,281",,,,,,,,,,,,
,"83,39,980",,,,,,,,,,,,
,"82,62,870",,,,,,,,,,,,
,"60,92,647",,,,,,,,,,,,
,"63,18,875",,,,,,,,,,,,
,"1,12,61,001",,,,,,,,,,,,
,"46,96,631",,,,,,,,,,,,
,"1,90,17,046",,,,,,,,,,,,
,"1,58,05,055",,,,,,,,,,,,
,"67,57,030",,,,,,,,,,,,
,"92,13,380",,,,,,,,,,,,
,"43,33,492",,,,,,,,,,,,
,"1,64,05,990",,,,,,,,,,,,
,"1,16,78,571",,,,,,,,,,,,
,"55,27,573",,,,,,,,,,,,
,"1,88,67,620",,,,,,,,,,,,
,"1,75,88,723",,,,,,,,,,,,
,"83,53,526",,,,,,,,,,,,
,"88,36,892",,,,,,,,,,,,
,"1,39,94,892",,,,,,,,,,,,
,"56,78,898",,,,,,,,,,,,
,"46,38,740",,,,,,,,,,,,
,"1,12,81,854",,,,,,,,,,,,
,"1,26,52,889",,,,,,,,,,,,
